sequence_number,batch,analysis_id,kit_id,lab_id,project,sequence_type,sequence_version,kneaddata_fastq,stat_csv,metaphlan_file,pathway_abun,ec_abun,genes_abun,ko_abun,raw_data_forward,raw_data_reverse
AML-AMD0056200803,BATCH3,,AMDJ-VBGV-YB3E,AMD0056,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0056200803/kneaddata/AML-AMD0056200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0056200803/kneaddata/AML-AMD0056200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0056200803/metaphlan/AML-AMD0056200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0056200803/humann/AML-AMD0056200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0056200803/humann/AML-AMD0056200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0056200803/humann/AML-AMD0056200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0056200803/humann/AML-AMD0056200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0056200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0056200803_2.fastq.gz
AML-AMD0058200803,BATCH3,,AMDJ-5U9X-3VAV,AMD0058,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0058200803/kneaddata/AML-AMD0058200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0058200803/kneaddata/AML-AMD0058200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0058200803/metaphlan/AML-AMD0058200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0058200803/humann/AML-AMD0058200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0058200803/humann/AML-AMD0058200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0058200803/humann/AML-AMD0058200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0058200803/humann/AML-AMD0058200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0058200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0058200803_2.fastq.gz
AML-AMD0061200803,BATCH3,,AMDJ-4QX6-A4GT,AMD0061,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0061200803/kneaddata/AML-AMD0061200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0061200803/kneaddata/AML-AMD0061200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0061200803/metaphlan/AML-AMD0061200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0061200803/humann/AML-AMD0061200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0061200803/humann/AML-AMD0061200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0061200803/humann/AML-AMD0061200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0061200803/humann/AML-AMD0061200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0061200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0061200803_2.fastq.gz
AML-AMD0064200803,BATCH3,,AMDJ-VAV9-TGQ5,AMD0064,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0064200803/kneaddata/AML-AMD0064200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0064200803/kneaddata/AML-AMD0064200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0064200803/metaphlan/AML-AMD0064200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0064200803/humann/AML-AMD0064200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0064200803/humann/AML-AMD0064200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0064200803/humann/AML-AMD0064200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0064200803/humann/AML-AMD0064200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0064200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0064200803_2.fastq.gz
AML-AMD0064200803,BATCH3,,AMDJ-VAV9-TGQ5,AMD0064,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0064200803/kneaddata/AML-AMD0064200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0064200803/kneaddata/AML-AMD0064200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0064200803/metaphlan/AML-AMD0064200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0064200803/humann/AML-AMD0064200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0064200803/humann/AML-AMD0064200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0064200803/humann/AML-AMD0064200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0064200803/humann/AML-AMD0064200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0064200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0064200803_2.fastq.gz
AML-AMD0068200803,BATCH3,,AMDJ-HZQX-KATU,AMD0068,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0068200803/kneaddata/AML-AMD0068200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0068200803/kneaddata/AML-AMD0068200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0068200803/metaphlan/AML-AMD0068200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0068200803/humann/AML-AMD0068200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0068200803/humann/AML-AMD0068200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0068200803/humann/AML-AMD0068200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0068200803/humann/AML-AMD0068200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0068200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0068200803_2.fastq.gz
AML-AMD0068200803,BATCH3,,AMDJ-HZQX-KATU,AMD0068,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0068200803/kneaddata/AML-AMD0068200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0068200803/kneaddata/AML-AMD0068200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0068200803/metaphlan/AML-AMD0068200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0068200803/humann/AML-AMD0068200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0068200803/humann/AML-AMD0068200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0068200803/humann/AML-AMD0068200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0068200803/humann/AML-AMD0068200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0068200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0068200803_2.fastq.gz
AML-AMD0070200803,BATCH3,,AMDJ-S95Q-9WEV,AMD0070,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0070200803/kneaddata/AML-AMD0070200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0070200803/kneaddata/AML-AMD0070200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0070200803/metaphlan/AML-AMD0070200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0070200803/humann/AML-AMD0070200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0070200803/humann/AML-AMD0070200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0070200803/humann/AML-AMD0070200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0070200803/humann/AML-AMD0070200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0070200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0070200803_2.fastq.gz
AML-AMD0070200803,BATCH3,,AMDJ-S95Q-9WEV,AMD0070,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0070200803/kneaddata/AML-AMD0070200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0070200803/kneaddata/AML-AMD0070200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0070200803/metaphlan/AML-AMD0070200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0070200803/humann/AML-AMD0070200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0070200803/humann/AML-AMD0070200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0070200803/humann/AML-AMD0070200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0070200803/humann/AML-AMD0070200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0070200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0070200803_2.fastq.gz
AML-AMD0072200803,BATCH3,,AMDJ-MEHT-ED9T,AMD0072,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0072200803/kneaddata/AML-AMD0072200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0072200803/kneaddata/AML-AMD0072200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0072200803/metaphlan/AML-AMD0072200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0072200803/humann/AML-AMD0072200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0072200803/humann/AML-AMD0072200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0072200803/humann/AML-AMD0072200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0072200803/humann/AML-AMD0072200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0072200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0072200803_2.fastq.gz
AML-AMD0072200803,BATCH3,,AMDJ-MEHT-ED9T,AMD0072,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0072200803/kneaddata/AML-AMD0072200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0072200803/kneaddata/AML-AMD0072200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0072200803/metaphlan/AML-AMD0072200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0072200803/humann/AML-AMD0072200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0072200803/humann/AML-AMD0072200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0072200803/humann/AML-AMD0072200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0072200803/humann/AML-AMD0072200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0072200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0072200803_2.fastq.gz
AML-AMD0073200803,BATCH3,,AMDJ-43CM-9YCD,AMD0073,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0073200803/kneaddata/AML-AMD0073200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0073200803/kneaddata/AML-AMD0073200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0073200803/metaphlan/AML-AMD0073200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0073200803/humann/AML-AMD0073200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0073200803/humann/AML-AMD0073200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0073200803/humann/AML-AMD0073200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0073200803/humann/AML-AMD0073200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0073200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0073200803_2.fastq.gz
AML-AMD0073200803,BATCH3,,AMDJ-43CM-9YCD,AMD0073,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0073200803/kneaddata/AML-AMD0073200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0073200803/kneaddata/AML-AMD0073200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0073200803/metaphlan/AML-AMD0073200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0073200803/humann/AML-AMD0073200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0073200803/humann/AML-AMD0073200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0073200803/humann/AML-AMD0073200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0073200803/humann/AML-AMD0073200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0073200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0073200803_2.fastq.gz
AML-AMD0074200803,BATCH3,,AMDJ-KS8E-SVJT,AMD0074,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0074200803/kneaddata/AML-AMD0074200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0074200803/kneaddata/AML-AMD0074200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0074200803/metaphlan/AML-AMD0074200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0074200803/humann/AML-AMD0074200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0074200803/humann/AML-AMD0074200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0074200803/humann/AML-AMD0074200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0074200803/humann/AML-AMD0074200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0074200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0074200803_2.fastq.gz
AML-AMD0084200803,BATCH3,,AMDJ-A44P-ZYED,AMD0084,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0084200803/kneaddata/AML-AMD0084200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0084200803/kneaddata/AML-AMD0084200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0084200803/metaphlan/AML-AMD0084200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0084200803/humann/AML-AMD0084200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0084200803/humann/AML-AMD0084200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0084200803/humann/AML-AMD0084200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0084200803/humann/AML-AMD0084200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0084200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0084200803_2.fastq.gz
AML-AMD0090200803,BATCH3,,AMDJ-XX93-7JUR,AMD0090,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0090200803/kneaddata/AML-AMD0090200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0090200803/kneaddata/AML-AMD0090200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0090200803/metaphlan/AML-AMD0090200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0090200803/humann/AML-AMD0090200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0090200803/humann/AML-AMD0090200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0090200803/humann/AML-AMD0090200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0090200803/humann/AML-AMD0090200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0090200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0090200803_2.fastq.gz
AML-AMD0090200803,BATCH3,,AMDJ-XX93-7JUR,AMD0090,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0090200803/kneaddata/AML-AMD0090200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0090200803/kneaddata/AML-AMD0090200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0090200803/metaphlan/AML-AMD0090200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0090200803/humann/AML-AMD0090200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0090200803/humann/AML-AMD0090200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0090200803/humann/AML-AMD0090200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0090200803/humann/AML-AMD0090200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0090200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0090200803_2.fastq.gz
B13AMD0600,BATCH13,,AMDJ-BN87-TT3A,AMD0600,AMD,SHOTGUN,v3,,s3://amili-global-archive/SHOTGUN/v3/batch_5/B13AMD0600/kneaddata/B13AMD0600_stat.tsv,,,,,,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_13-231samples/B13AMD0600_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_13-231samples/B13AMD0600_2.fastq.gz
AML-AMD0104200803,BATCH3,,AMDJ-5NWK-DV8W,AMD0104,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0104200803/kneaddata/AML-AMD0104200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0104200803/kneaddata/AML-AMD0104200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0104200803/metaphlan/AML-AMD0104200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0104200803/humann/AML-AMD0104200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0104200803/humann/AML-AMD0104200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0104200803/humann/AML-AMD0104200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0104200803/humann/AML-AMD0104200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0104200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0104200803_2.fastq.gz
AML-AMD0106200803,BATCH3,,AMDJ-QF6Y-8MH7,AMD0106,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0106200803/kneaddata/AML-AMD0106200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0106200803/kneaddata/AML-AMD0106200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0106200803/metaphlan/AML-AMD0106200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0106200803/humann/AML-AMD0106200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0106200803/humann/AML-AMD0106200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0106200803/humann/AML-AMD0106200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0106200803/humann/AML-AMD0106200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0106200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0106200803_2.fastq.gz
AML-AMD0107200803,BATCH3,,AMDJ-CZVK-AUTZ,AMD0107,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0107200803/kneaddata/AML-AMD0107200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0107200803/kneaddata/AML-AMD0107200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0107200803/metaphlan/AML-AMD0107200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0107200803/humann/AML-AMD0107200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0107200803/humann/AML-AMD0107200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0107200803/humann/AML-AMD0107200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch3-80Samples/AML-AMD0107200803/humann/AML-AMD0107200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0107200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0107200803_2.fastq.gz
AML-AMD0107200803,BATCH3,,AMDJ-CZVK-AUTZ,AMD0107,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0107200803/kneaddata/AML-AMD0107200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0107200803/kneaddata/AML-AMD0107200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0107200803/metaphlan/AML-AMD0107200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0107200803/humann/AML-AMD0107200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0107200803/humann/AML-AMD0107200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0107200803/humann/AML-AMD0107200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0107200803/humann/AML-AMD0107200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0107200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0107200803_2.fastq.gz
AML-AMD0108200803,BATCH3,,AMDJ-5YXB-HW3U,AMD0108,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0108200803/kneaddata/AML-AMD0108200803.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0108200803/kneaddata/AML-AMD0108200803_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0108200803/metaphlan/AML-AMD0108200803_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0108200803/humann/AML-AMD0108200803_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0108200803/humann/AML-AMD0108200803_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0108200803/humann/AML-AMD0108200803_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_3/AML-AMD0108200803/humann/AML-AMD0108200803_reaction_ko.tsv,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0108200803_1.fastq.gz,s3://amili-analysis-lab/Illumina/Input/Batch3-80Samples/raw/AML-AMD0108200803_2.fastq.gz
